county_fips,risk_score,expected_annual_loss_score,social_vulnerability_score,community_resilience_score,hazard_specific_mean_score
01113,54.73918575063613,49.93811881188119,63.45419847,14.217557251908397,233673.74981095473
01115,72.13740458015268,74.87623762376238,30.4389313,42.04834605597965,591967.5840295713
01117,90.2671755725191,91.1509900990099,16.57124682,74.01399491094148,1894373.926459837
01119,53.021628498727736,34.931930693069305,99.26844784,14.75826972010178,281202.6562457556
01121,84.66921119592875,77.90841584158416,86.54580153,40.458015267175576,778015.9193227701
01123,67.4618320610687,58.91089108910891,80.75699746,44.56106870229007,284609.7540629966
01125,90.80788804071247,89.23267326732673,55.18447837,71.85114503816794,1777847.5733840223
01127,82.60178117048346,76.51608910891089,80.15267176,22.709923664122137,708940.0149837009
01129,45.64249363867685,38.18069306930693,78.81679389,60.2735368956743,305282.785368831
01131,36.704834605597966,21.503712871287128,97.07379135,19.59287531806616,130848.34028577
01133,59.19211195928753,43.56435643564357,95.99236641,16.634860050890584,299566.7382173323
02013,21.342239185750635,8.91089108910891,99.90458015,0.7315521628498728,189285.23444395885
02016,67.30279898218829,71.8131188118812,22.04198473,0.4770992366412214,1056373.5376409763
02020,97.39185750636132,98.42202970297029,11.38676845,34.79643765903308,12423002.806607112
02050,44.30661577608143,27.5990099009901,99.96819338,39.05852417302799,342679.86167089996
02060,1.208651399491094,1.175742574257426,43.956743,29.293893129770993,58278.95863512045
02063,19.62468193384224,34.06559405940594,10.62340967,24.077608142493638,141971.52172740738
02066,39.94910941475827,26.392326732673265,93.3524173,41.88931297709924,75936.26565534405
02068,28.30788804071247,39.511138613861384,17.46183206,26.463104325699742,199838.5733282729
02070,35.68702290076336,20.48267326732673,98.9821883,32.69720101781171,296803.48291551037
02090,88.5178117048346,90.77970297029702,10.62340967,25.986005089058523,3713028.075381729
02100,4.293893129770993,3.527227722772277,52.13104326,10.337150127226463,28380.296902243303
02105,14.31297709923664,6.09529702970297,97.99618321,10.05089058524173,31603.507030930814
02110,11.513994910941475,17.388613861386137,21.11959288,62.40458015267175,90377.50987868822
02122,93.03435114503816,92.41955445544554,47.10559796,6.488549618320611,4118977.0147757456
02130,1.685750636132316,1.794554455445544,28.08524173,68.63867684478372,20273.76455685929
02150,65.13994910941476,68.10024752475248,33.20610687,18.702290076335878,918889.2520947943
02158,57.91984732824428,38.58292079207921,100.0,5.916030534351145,572799.2828849201
02164,6.26590330788804,2.103960396039604,96.66030534,11.704834605597965,93467.32442020092
02170,93.25699745547074,94.49257425742574,17.23918575,3.7213740458015265,4916730.632760172
02180,34.06488549618321,18.254950495049506,99.93638677,16.0941475826972,288655.09608573513
02185,14.75826972010178,12.65470297029703,58.8740458,3.1806615776081424,214307.5918427332
02188,54.58015267175572,34.99381188118812,99.84096692,5.852417302798982,507588.1730012983
02195,15.426208651399492,13.521039603960396,59.54198473,18.670483460559797,1392.0209135340683
02198,0.954198473282443,0.556930693069307,92.81170483,44.37022900763359,16783.57656784138
02220,23.823155216284988,23.576732673267326,55.05725191,80.85241730279898,173823.4649330152
02230,0.477099236641221,0.371287128712871,51.6221374,16.762086513994912,23101.88889579445
02240,57.029262086513995,42.41955445544555,88.77226463,5.2798982188295165,515945.75351158145
02275,0.063613231552163,0.061881188118812,67.62086514,31.615776081424933,723.4875505474852
02282,2.958015267175572,1.206683168316832,97.90076336,8.619592875318066,38421.9365203736
02290,61.54580152671756,43.44059405940594,99.3956743,7.061068702290077,659010.5074586738
04001,78.7849872773537,62.12871287128713,99.80916031,0.2862595419847328,478038.3278137172
04003,92.84351145038168,90.00618811881188,76.78117048,5.152671755725191,2151315.547722216
04005,94.21119592875317,93.16212871287128,58.71501272,46.18320610687023,1692935.1095440446
04007,90.17175572519083,85.17945544554455,86.67302799,6.361323155216285,872754.273366988
04009,64.59923664122137,56.992574257425744,71.5648855,7.8244274809160315,407878.7465590928
04011,12.372773536895675,14.201732673267326,37.43638677,22.328244274809162,69197.08883972577
04012,83.52417302798982,70.32797029702971,94.62468193,0.19083969465648853,153152.1009633314
04013,99.87277353689568,99.87623762376238,27.09923664,18.03435114503817,42535771.75738027
04015,94.75190839694656,91.0891089108911,87.34096692,3.2442748091603053,1380674.9701592256
04017,88.07251908396947,79.70297029702971,97.74173028,3.594147582697201,892647.360916568
04019,99.10941475826972,99.10272277227723,50.85877863,20.32442748091603,7740256.270283933
04021,93.8295165394402,93.53341584158416,43.73409669,13.867684478371501,1866144.3032651616
04023,88.32697201017811,80.90965346534654,92.30279898,2.321882951653944,1259694.8893908716
04025,93.73409669211196,91.36757425742574,72.96437659,18.00254452926209,1554771.7486000753
04027,92.55725190839695,90.0990099009901,68.543257,1.1768447837150127,2490561.6082335385
05001,63.199745547073796,53.46534653465347,85.8778626,54.961832061068705,460190.9567258555
05003,53.912213740458014,41.429455445544555,87.46819338,18.193384223918574,306032.01461462904
05005,72.29643765903307,62.15965346534653,84.31933842,17.080152671755723,512774.4048718949
05007,88.74045801526718,90.1299504950495,16.98473282,43.416030534351144,1134390.4763062242
05009,62.34096692111959,62.62376237623762,45.54707379,36.92748091603054,519526.64500650775
05011,30.756997455470735,16.24381188118812,96.75572519,9.701017811704835,189512.67048475554
05013,2.258269720101781,4.207920792079208,12.75445293,11.100508905852417,49512.85143216837
05015,64.56743002544529,53.867574257425744,84.25572519,15.012722646310433,338899.32315406343
05017,43.765903307888046,30.414603960396043,92.23918575,31.90203562340967,222076.36766506993
05019,41.0941475826972,35.67450495049505,68.03435115,32.85623409669211,257443.33932427963
05021,71.62849872773536,61.819306930693074,82.41094148,11.80025445292621,767427.6228669715
05023,72.70992366412213,65.43935643564357,77.48091603,34.57379134860051,472867.6627289167
05025,9.478371501272264,4.764851485148515,90.07633588,8.524173027989821,79588.08923345568
05027,42.08015267175573,29.33168316831683,92.30279898,47.61450381679389,235510.0905911249
05029,56.55216284987278,46.472772277227726,82.98346056,37.468193384223916,379899.9802360405
05031,91.79389312977099,89.82054455445545,66.03053435,52.862595419847324,3067353.722120844
05033,71.5966921119593,72.4009900990099,38.29516539,26.017811704834603,598469.5432305482
05035,82.95165394402035,79.05321782178217,70.7697201,39.344783715012724,1182827.9393083525
05037,64.91730279898219,59.62252475247525,66.82569975,36.38676844783715,669352.7055320251
05039,10.082697201017812,5.693069306930694,87.21374046,27.767175572519083,74785.3525349915
05041,32.88804071246819,19.74009900990099,97.99618321,53.18066157760815,200927.22871777485
05043,35.146310432569976,22.86509900990099,94.08396947,43.25699745547074,264593.6665804845
05045,86.16412213740458,88.30445544554455,14.94910941,57.220101781170484,1855628.6348369217
05047,49.395674300254456,33.415841584158414,94.78371501,18.25699745547074,227373.1717397785
05049,50.667938931297705,32.33292079207921,92.87531807,1.5903307888040712,193019.81378901133
05051,89.31297709923665,85.64356435643565,81.26590331,38.645038167938935,1153592.2910906463
05053,15.712468193384224,17.883663366336634,38.74045802,37.69083969465649,148214.64862034415
05055,80.18447837150127,75.86633663366337,67.23918575,30.56615776081425,1079622.7769312342
05057,52.06743002544529,40.99628712871287,81.99745547,10.2735368956743,272255.414953744
05059,55.534351145038165,47.06064356435643,77.38549618,29.739185750636132,284511.9879817464
05061,48.50508905852418,34.68440594059406,90.80788804,15.744274809160306,150247.17312036018
05063,69.08396946564885,66.64603960396039,56.456743,26.685750636132315,635568.3124320403
05065,53.0852417302799,35.55074257425743,93.16157761,3.371501272264631,209987.1509202061
05067,67.84351145038168,55.290841584158414,92.81170483,36.76844783715013,584067.6711197214
05069,85.17811704834605,78.0631188118812,93.67048346,67.08015267175573,1123233.0277277597
05071,58.14249363867684,49.040841584158414,79.29389313,19.1793893129771,283235.66975585715
05073,33.23791348600509,21.782178217821784,86.60941476,8.492366412213741,143371.36554738617
05075,67.87531806615776,58.75618811881188,81.17048346,26.208651399491096,595608.8622985412
05077,40.42620865139949,23.01980198019802,99.3956743,17.43002544529262,285833.62697610963
05079,29.770992366412212,20.94678217821782,80.47073791,16.730279898218832,214967.8138078506
05081,44.05216284987277,31.93069306930693,86.83206107,16.921119592875318,180000.72102711472
